S,1,1,Hit/,GetM/SM_ad,I,Fault/,Fault/,Fault/,,I,,Fault/,I,Fault/
SM_ad,0,1,Hit/,Stall/,Stall/,Fault/,SM_d,Fault/,,IM_ad,,SM_a,IM_ad,Fault/
SM_d,0,1,Hit/,Stall/,Stall/,Fault/,Fault/,Fault/,SaveReq/SM_dO,SaveReq/SM_dI,,Hit/M,SaveReq/IM_dI,Fault/
SM_a,0,1,Hit/,Stall/,Stall/,Fault/,Hit/M,Fault/,,IM_a,Fault/,Fault/,IM_a,Fault/
SM_dI,0,1,Hit/,Stall/,Stall/,Fault/,Fault/,Fault/,,,,Hit/Data2Req/I,,Fault/
SM_dO,0,1,Hit/,Stall/,Stall/,Fault/,Fault/,Fault/,SaveReq/,SaveReq/SM_dOI,,Hit/Data2Req/O,SaveReq/SM_dOI,Fault/
M,1,1,Hit/,Hit/,PutM/MI_a,Fault/,Fault/,Fault/,Data2Req/O,Data2Req/I,,Fault/,Data2Req/I,Fault/
MI_a,0,1,Hit/,Hit/,Stall/,Fault/,Fault/,Data2Req/I,Data2Req/OI_a,Data2Req/II_a,,Fault/,Data2Req/II_a,Fault/
II_a,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,I,,,,Fault/,,Fault/
E,1,1,Hit/,GetM/EM_a,PutM/MI_a,Fault/,Fault/,Fault/,Data2Both/S,Data2Req/I,,Fault/,Data2Req/I,Fault/
O,1,1,Hit/,GetM/OM_a,PutM/OI_a,Fault/,Fault/,Fault/,Data2Req/,Data2Req/I,,Fault/,Data2Req/I,Fault/
OM_a,0,1,Hit/,Stall/,Stall/,Fault/,Hit/M,Fault/,Data2Req/,Data2Req/IM_ad,,Fault/,Data2Req/IM_ad,Fault/
OI_a,0,1,Hit/,Stall/,Stall/,Fault/,Fault/,Data2Req/I,Data2Req/,Data2Req/II_a,,Fault/,Data2Req/II_a,Fault/
IES_d,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,,IES_dI,,Hit/removeSavedReq/S,IS_dI,Hit/Data2Both/S
IES_dI,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,,,,Hit/removeSavedReq/S,IS_dI,Hit/Data2Both/I
EM_a,0,1,Stall/,Stall/,Stall/,Fault/,Hit/M,Fault/,Data2Both/SM_ad,Data2Req/IM_ad,Stall/,Fault/,Data2Req/IM_ad,Fault/
IM_dOI,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,,,,Hit/Data2Req/I,,Fault/
SM_dOI,0,1,Hit/,Stall/,Stall/,Fault/,Fault/,Fault/,,,,Hit/Data2Req/I,,Fault/
